Supergroup,Group,Object name,Object ID number,Quantity,Part number,Serial number,Donor/Lender/Vendor/Transfer Party,Acquisition method,Object lot ID,DGS paid,Transfer date,Delivery date,Current location,Accessioned?,ITAR status,ITAR code,Owned by/Loaned to,Item value,Insurance value,Insurance method,Notes
"","","Harrier flight suits and helmet","2017.99.11","0","","","","","","","","","CSC -> WAB -> garage -> Upjohn -> row I -> column I3 -> shelf I3.C","","","","","","","",""
"","","Extravehicular Mobility Unit (EMU) gloves","2017.99.12","3","","","","","","","","","CSC -> WAB -> garage -> Upjohn -> row I -> column I3 -> shelf I3.C","","","","","","","",""
"","","F-20 flight jackets","2017.99.13","0","","","","","","","","","CSC -> WAB -> garage -> Upjohn -> bin B","","","","","","","","on 2017 Mar 23, Ken Phillips mentioned that he thinks these jackets are on loan from Cindy Macha at the Western Museum of Flight"
"","Waste Collection System","Potty ""Sally Ride"" privacy screen frame","2017.99.14","1","","","","","","","","","CSC -> WAB -> garage -> Upjohn -> row I","","","","","","","",""
"","","F-106A flight manuals","2017.99.15","0","","","","","","","","","CSC -> WAB -> garage -> Upjohn -> row I -> column I1 -> shelf I1.F","","","","","","","",""
"","","United Space Alliance (USA) checkout crew suits &amp; helmet","2017.99.16","3","","","","","","","","","CSC -> WAB -> garage -> Upjohn -> bin B","","","","","","","","2 suits, 1 helmet"
"","Orbiter TPS Blanket","FIB test coupon","2017.99.20","1","","","","","","","","","CSC -> WAB -> garage -> Upjohn -> row I -> column I1 -> shelf I1.E","","","","","","","","arrived at CSC on 2017 Mar 27; Jean said this blanket was heat-cleaned; Dennis says it does not have its ceramic coating yet (it would typically happen after heat-cleaning, but before installation on the orbiter)"
"Donations from private sources","Walkman","Sony Walkman","2017.99.24","1","SED33103266-302","51724","Robert Yowell","gift","Walkman","","2017 March 28","2017 April 8","CSC -> WAB -> garage -> Upjohn -> row I -> column I1 -> shelf I1.E","","no","","Foundation","","","","Walkman dimensions:
4.1875 in (length)
3.0 in (width)
1.125 in (height)

contents (11 pieces) include:
1 Walkman
1 storage pouch
1 headphones
8 replacement foam pads for headphones

artifact was delivered to CSC on 8 Apr 2017"
"Acquisitions from NASA/GSA","Space Shuttle Orbiter","Endeavour (OV-105)","2017.99a.001","1","MV0070A","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 September 21","CSC -> SO Pavilion -> inside Pavilion","yes","yes","IV, b, h :  XV, c, e","Foundation","$ 1,980,674,785.00","","Foundation",""
"Acquisitions from NASA/GSA","OMS Nozzle Extension","Nozzles","2017.99a.002","2","1186999-49, 1186999-29","","NASA WSTF","SWA","SF-122 11C0198","","2011 October 11","2012 March 7","CSC -> SO Pavilion -> Endeavour -> on Endeavour","yes","yes","XV, e","Foundation","$ 10,000.00","","","insured value is part of OV-105; donated by NASA JSC / WSTF"
"Acquisitions from NASA/GSA","Waste Collection System","Potty","2017.99a.003","1","WCS1000-26","711206649123","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 28","CSC -> Phase II -> 2nd floor -> Endeavour Together gallery","yes","yes","XV, e","Foundation","$ 2,341,695.28","$ 50,000.00","Foundation","Voucher #119280"
"Acquisitions from NASA/GSA","Waste Collection System","Container","2017.99a.004","1","182000CN00270","01","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 28","CSC -> Air and Space bldg","","no","","Foundation","$ 1,500.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Galley","2017.99a.005","1","SED39121058-303","1002","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Phase II -> 2nd floor -> Endeavour Together gallery","yes","yes","XV, e","Foundation","$ 120,000.00","$ 50,000.00","Foundation",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Hot Water Tank","2017.99a.006","1","SED39120899-304","1004","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 12,000.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","W1 Cable Assembly","2017.99a.007","1","SED39121046-301","1003","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 500.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","W2 Cable Assembly","2017.99a.008","1","SED39121047-301","1002","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 500.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","W3 Cable Assembly","2017.99a.009","1","SED39121048-301","1002","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 500.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","W12 Cable Assembly","2017.99a.010","1","SED39121057-301","1002","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 500.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Closeout, FWD","2017.99a.011","1","V653-660226-008","GK3810","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 1,000.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Panel Assembly","2017.99a.012","1","V653-660227-007","1B2D91AC1GR","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 1,132.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Panel Assembly","2017.99a.013","1","V653-660228-007","S35765","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 657.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Panel Assembly","2017.99a.014","1","V653-660225-008","6Z760535764","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 832.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Strap Assembly","2017.99a.015","8","V606-650648-024","GK0404-GK0413","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 4,000.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Dolly","2017.99a.016","1","SED38111361-301","G25991","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","","no","","Foundation","$ 9,000.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Container","2017.99a.017","1","SED38111370-301","G32754","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","","no","","Foundation","$ 10,000.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Strap Assembly","2017.99a.018","1","V606-650648-029","E-7","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 500.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Screw","2017.99a.019","2","MD112-1003-0510","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 2.29","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Pin Assembly","2017.99a.020","1","V653-660234-001","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 1,132.00","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Ground Strap","2017.99a.021","1","MD411-4017-0811","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 66.40","","",""
"Acquisitions from NASA/GSA","Shuttle Orbiter Repackaged Galley (SORG)","Washer","2017.99a.022","2","NAS620C416L_V","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 February 22","CSC -> Air and Space bldg","yes","yes","XV, e","Foundation","$ 0.02","","",""
"Acquisitions from NASA/GSA","Wheels and Tires","Wheels and Tires, MLG","2017.99a.023","4","V070-510002-200","0109-0111,0126","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 April 9","CSC -> Phase II -> 2nd floor -> Endeavour Together gallery","yes","yes","XV, e","Foundation","$ 600,000.00","$ 100,000.00","Foundation","main landing gear (large aft), 
Voucher #119819"
"Acquisitions from NASA/GSA","Wheels and Tires","Wheels and Tires, NLG","2017.99a.024","2","V070-510502-064","0041,0044","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 April 9","CSC -> Phase II -> 2nd floor -> Endeavour Together gallery","yes","yes","XV, e","Foundation","$ 300,000.00","$ 25,000.00","Foundation","nose landing gear tires (small fwd), 
Voucher #119819"
"Acquisitions from NASA/GSA","Orbiter Tools","Tool Set, Hatch","2017.99a.025","1","A70-0788-01","004","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 September 18","CSC -> Phase II -> 4th floor -> Dennis Jenkins' office","yes","no","","Foundation","$ 6,000.00","$ 10,000.00","Foundation","Insured value to recreate/repair while needed"
"Acquisitions from NASA/GSA","Orbiter Tools","Socket Set, Torque Multiplier","2017.99a.026","1","A72-1015-01","001","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 September 18","CSC -> Air and Space bldg","yes","no","","Foundation","$ 45,500.00","$ 50,000.00","Foundation","Insured value to recreate/repair while needed"
"Acquisitions from NASA/GSA","Orbiter Tools","Hatch Fixture","2017.99a.027","1","A70-0719-009","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 September 18","CSC -> Phase II -> 4th floor -> Dennis Jenkins' office","yes","no","","Foundation","$ 4,000.00","$ 5,000.00","Foundation","Insured value to recreate/repair while needed"
"Acquisitions from NASA/GSA","Orbiter Tools","Tool Set, Hatch","2017.99a.028","1","A70-0788-01","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 September 18","CSC -> Phase II -> 4th floor -> Dennis Jenkins' office","yes","no","","Foundation","$ 7,123.00","$ 5,000.00","Foundation","Insured value to recreate/repair while needed"
"Acquisitions from NASA/GSA","Orbiter Tools","AFT Hand Wheel &amp; Rod Assembly","2017.99a.029","2","","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 September 18","CSC -> Air and Space bldg","","no","","Foundation","$ 15,000.00","","","Insured value to recreate/repair while needed"
"Acquisitions from NASA/GSA","Orbiter Tools","Soft Window Cover Set","2017.99a.030","1","M70-0022-02-002","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 September 18","CSC -> Air and Space bldg","yes","no","","Foundation","$ 1,000.00","","","Insured value to recreate/repair while needed"
"Acquisitions from NASA/GSA","Orbiter Tools","Misc. Non-Controlled Equipment","2017.99a.031","1","","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 September 18","CSC -> Air and Space bldg","","no","","Foundation","$ 10,000.00","","","Insured value to recreate/repair while needed"
"Acquisitions from NASA/GSA","Overland Transporter","Overland Transporter","2017.99a.032","1","G070-570196","","NASA KSC","SWA","SF-122 12C0005","","2011 October 11","2012 September 21","CSC -> SO Pavilion -> inside Pavilion","","no","","Foundation","","$ 250,000.00","Foundation","Insured value to recreate/repair while needed"
"Acquisitions from NASA/GSA","Fuel Cell Powerplant","Fuel Cell Powerplant","2017.99a.033","1","","","NASA KSC","SWA","SF-122 11C0198","","2011 October 11","2012 July 13","CSC -> Phase II -> 2nd floor -> Endeavour Together gallery","yes","yes","XV, e","Foundation","","$ 50,000.00","Foundation",""
"Acquisitions from NASA/GSA","Fuel Cell Powerplant","Reusable Shipping Container","2017.99a.034","1","P53931","7","NASA KSC","SWA","SF-122 12C0213","","2012 August 28","2012 July 13","CSC -> Air and Space bldg","","no","","Foundation","$ 64,500.00","","",""
"Acquisitions from NASA/GSA","Mid Deck Hardware","Cart, TSA","2017.99a.035","1","SED38114754-301","1001","NASA KSC","SWA","SF-122 12C0213","","2012 August 28","2012 July 13","CSC -> Air and Space bldg -> 1st floor -> open storage area","","no","","Foundation","$ 60,000.00","","",""
"Acquisitions from NASA/GSA","Mid Deck Hardware","LWMAR Shipping Container","2017.99a.036","1","182000CN00511","","NASA KSC","SWA","SF-122 12C0213","","2012 August 28","2012 July 13","CSC -> Air and Space bldg","","no","","Foundation","$ 200.00","","",""
"Acquisitions from NASA/GSA","Mid Deck Hardware","GSE Bumper Pad Assembly","2017.99a.037","1","SED38113123-301","","NASA KSC","SWA","SF-122 12C0213","","2012 August 28","2012 July 13","CSC -> Air and Space bldg","","no","","Foundation","$ 280.00","","",""
"Acquisitions from NASA/GSA","Mid Deck Hardware","Pole Handle (Short)","2017.99a.038","2","SED38110328-303","009, 011","NASA KSC","SWA","SF-122 12C0213","","2012 August 28","2012 July 13","CSC -> Air and Space bldg","","no","","Foundation","$ 200.00","","",""
"Acquisitions from NASA/GSA","Mid Deck Hardware","Pole Handle (Long)","2017.99a.039","2","SED38110328-305","004, 010","NASA KSC","SWA","SF-122 12C0213","","2012 August 28","2012 July 13","CSC -> Air and Space bldg","","no","","Foundation","$ 300.00","","",""
"Acquisitions from NASA/GSA","Mid Deck Hardware","Seat Interface Control Assembly","2017.99a.040","1","SED36139682-301","1002","NASA KSC","SWA","SF-122 12C0213","","2012 August 28","2012 July 13","CSC -> Air and Space bldg","","no","","Foundation","$ 1,500.00","","",""
"Acquisitions from NASA/GSA","Mid Deck Hardware","Fire Extinguisher Bracket Non-Flight","2017.99a.041","1","FH-900-26","","NASA KSC","SWA","SF-122 12C0213","","2012 August 28","2012 July 13","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 43.52","","",""
